hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
16, 900.00000, 94.5635, 105.945, 81.8049, 0, 2008.52, 2339.79, 3357.83, 1.07714
16, 1800.00000, 95.1156, 106.444, 82.6398, 0, 1976.83, 2297.81, 3305.48, 1.00836
16, 2700.00000, 95.8029, 107.076, 83.6558, 0, 1938.89, 2248.16, 3244.01, 1.00524
17, 0.00000, 94.9371, 106.319, 82.3298, 0, 1987.21, 2312.63, 3323.86, 1.00522
17, 900.00000, 93.8918, 105.341, 80.8079, 0, 2048.24, 2392.5, 3420.4, 1.02242
17, 1800.00000, 93.9343, 105.428, 80.7773, 0, 2045.13, 2389.58, 3424.44, 0.898086
17, 2700.00000, 94.2738, 105.743, 81.282, 0, 2026.51, 2365, 3393.2, 0.902673
18, 0.00000, 94.3775, 105.8, 81.5151, 0, 2017.3, 2351.85, 3376.61, 0.956702
18, 900.00000, 91.9246, 103.363, 78.1073, 0, 2146.76, 2520.43, 3573.57, 1.12194
18, 1800.00000, 91.0019, 102.512, 76.6491, 0, 2200.75, 2594.06, 3659.99, 1.1095
18, 2700.00000, 90.5962, 102.171, 76.256, 0, 2222.03, 2613.64, 3684.58, 1.1214
19, 0.00000, 91.5051, 102.924, 77.5595, 0, 2164.57, 2543.68, 3596.59, 1.1149
19, 900.00000, 92.2137, 103.665, 78.4968, 0, 2127.97, 2496.84, 3544.33, 1.09236
19, 1800.00000, 91.5961, 103.06, 77.5891, 0, 2160.99, 2540.6, 3595.6, 1.07452
19, 2700.00000, 89.519, 101.359, 75.146, 0, 2286.31, 2671.95, 3764.26, 1.19744
20, 0.00000, 87.9935, 100.247, 73.5915, 0, 2386.19, 2762.94, 3890, 1.21577
20, 900.00000, 89.5946, 101.432, 75.1964, 0, 2286.82, 2673.71, 3765.94, 1.1584
20, 1800.00000, 89.5968, 101.432, 75.1815, 0, 2288.96, 2675.94, 3771.75, 1.20665
20, 2700.00000, 89.8628, 101.686, 75.3885, 0, 2272.7, 2661.12, 3755.26, 1.10959
21, 0.00000, 86.8503, 99.4667, 72.4327, 0, 2451.35, 2818.35, 3970.04, 1.14928
21, 900.00000, 90.2355, 101.966, 75.7674, 0, 2252.02, 2642.32, 3732.74, 0.981086
21, 1800.00000, 91.5764, 103.13, 77.3443, 0, 2174.24, 2559.77, 3627.38, 0.979106
21, 2700.00000, 92.9614, 104.485, 79.3398, 0, 2094.91, 2455.2, 3504.79, 0.872825
22, 0.00000, 93.3726, 104.913, 79.8774, 0, 2077.83, 2433.16, 3478.76, 0.815317
22, 900.00000, 92.0617, 103.661, 77.937, 0, 2151.44, 2530.82, 3597.78, 0.826593
22, 1800.00000, 91.6981, 103.267, 77.4524, 0, 2173.1, 2558.14, 3628.3, 0.829713
22, 2700.00000, 91.3579, 103.004, 76.8135, 0, 2199.5, 2594.91, 3676.15, 0.81137
23, 0.00000, 92.4162, 104.044, 78.3718, 0, 2135.62, 2510.53, 3577.51, 0.778258
23, 900.00000, 92.1554, 103.879, 77.8089, 0, 2156.92, 2541.26, 3618.52, 0.665175
23, 1800.00000, 92.0468, 103.752, 77.6981, 0, 2160.5, 2545.57, 3622.22, 0.668336
23, 2700.00000, 92.9113, 104.62, 78.9133, 0, 2113.04, 2483.15, 3550.41, 0.634127
24, 0.00000, 93.5171, 105.169, 79.8725, 0, 2075.47, 2432.43, 3489.52, 0.628089
24, 900.00000, 96.4207, 107.863, 84.2166, 0, 1897.83, 2200.04, 3203.18, 0.564061
24, 1800.00000, 97.4308, 108.808, 85.6312, 0, 1846.38, 2133.11, 3122.77, 0.534569
24, 2700.00000, 98.59, 109.889, 87.2734, 0, 1783.05, 2052.08, 3021.77, 0.470017
25, 0.00000, 96.5826, 108.087, 84.3046, 0, 1900.38, 2204.25, 3211.79, 0.528166
25, 900.00000, 97.0493, 108.554, 84.9307, 0, 1876.2, 2173.44, 3175.87, 0.522505
25, 1800.00000, 97.1549, 108.678, 85.0506, 0, 1873.29, 2170.12, 3171.99, 0.53801
25, 2700.00000, 96.8541, 108.422, 84.5797, 0, 1889.83, 2192.02, 3200.72, 0.493847
26, 0.00000, 96.235, 107.82, 83.7059, 0, 1924.53, 2236.29, 3256.3, 0.478147
26, 900.00000, 97.205, 108.734, 85.0947, 0, 1871.77, 2168.17, 3170.83, 0.478089
26, 1800.00000, 97.2233, 108.712, 85.1678, 0, 1869.07, 2163.69, 3164.47, 0.470584
26, 2700.00000, 97.8301, 109.283, 86.0276, 0, 1838.01, 2123.69, 3114.15, 0.451388
27, 0.00000, 100.365, 111.512, 89.7357, 0, 1690.59, 1934.13, 2872.8, 0.415564
27, 900.00000, 100.76, 111.731, 90.4402, 0, 1664.24, 1898.45, 2823.33, 0.417342
27, 1800.00000, 100.809, 111.878, 90.3889, 0, 1667.51, 1904.14, 2834.06, 0.372153
27, 2700.00000, 98.8854, 110.15, 87.6595, 0, 1772.77, 2038.11, 3005.01, 0.440745
28, 0.00000, 99.5659, 110.739, 88.6642, 0, 1733.55, 1987.5, 2940.53, 0.436552
28, 900.00000, 100.736, 111.744, 90.3765, 0, 1664.44, 1899.42, 2826.36, 0.417182
28, 1800.00000, 98.5729, 109.876, 87.2117, 0, 1788.05, 2058.08, 3030.59, 0.436454
28, 2700.00000, 99.5795, 110.773, 88.6614, 0, 1735.62, 1990.46, 2943.94, 0.44266
29, 0.00000, 98.7591, 110.064, 87.446, 0, 1782.65, 2051.22, 3021.16, 0.438755
29, 900.00000, 99.065, 110.349, 87.8695, 0, 1766.81, 2030.88, 2996.61, 0.392218
29, 1800.00000, 97.3737, 108.842, 85.3911, 0, 1864.31, 2156.95, 3156.38, 0.476578
29, 2700.00000, 98.3854, 109.7, 86.9428, 0, 1804.67, 2078.76, 3054.71, 0.484361
30, 0.00000, 100.157, 111.234, 89.5357, 0, 1705.82, 1951.11, 2891.89, 0.418737
30, 900.00000, 99.4117, 110.541, 88.5201, 0, 1742.45, 1997.6, 2950.37, 0.462713
30, 1800.00000, 99.1685, 110.422, 88.0622, 0, 1754.71, 2015.67, 2976.26, 0.465077
30, 2700.00000, 102.379, 112.996, 92.8921, 0, 1567.54, 1775.13, 2656.57, 0.421554
31, 0.00000, 101.299, 112.084, 91.3745, 0, 1625.26, 1847.95, 2752.54, 0.434686
31, 900.00000, 101.081, 111.859, 91.1265, 0, 1634.1, 1858.74, 2765.13, 0.474388
31, 1800.00000, 102.504, 113.09, 93.1087, 0, 1558.2, 1763.3, 2640.83, 0.402457
31, 2700.00000, 102.35, 112.91, 92.9527, 0, 1567.28, 1773.98, 2651.59, 0.489857
32, 0.00000, 100.304, 111.251, 89.9535, 0, 1683.19, 1922.04, 2845.65, 0.502198
32, 900.00000, 101.611, 112.369, 91.8191, 0, 1613.29, 1833.17, 2730.34, 0.509391
32, 1800.00000, 102.734, 113.175, 93.5826, 0, 1539.58, 1739.23, 2602.19, 0.515754
32, 2700.00000, 100.885, 111.645, 90.93, 0, 1641.52, 1867.98, 2772.86, 0.57472
33, 0.00000, 96.2743, 107.745, 84.0062, 0, 1912.94, 2219.78, 3225.73, 0.685749
33, 900.00000, 97.8195, 109.091, 86.3416, 0, 1822.99, 2102.01, 3075.59, 0.649829
33, 1800.00000, 98.7929, 109.848, 87.9251, 0, 1762.86, 2022.76, 2968.85, 0.671734
33, 2700.00000, 99.4295, 110.501, 88.6936, 0, 1735.12, 1988.76, 2928.73, 0.663192
34, 0.00000, 99.2938, 110.336, 88.5608, 0, 1742.74, 1997.49, 2937.06, 0.659066
34, 900.00000, 97.8017, 109.04, 86.3787, 0, 1825.41, 2104.51, 3074.28, 0.731286
34, 1800.00000, 97.2182, 108.542, 85.4793, 0, 1865.67, 2156.58, 3140.01, 0.779129
34, 2700.00000, 96.5026, 107.828, 84.5241, 0, 1902.62, 2203.17, 3196.55, 0.784943
35, 0.00000, 97.1167, 108.394, 85.4224, 0, 1866.61, 2156.9, 3138.09, 0.793656
35, 900.00000, 97.373, 108.682, 85.7288, 0, 1854.37, 2142.5, 3118.72, 0.781328
35, 1800.00000, 97.6298, 108.8, 86.2493, 0, 1831.1, 2110.26, 3078.16, 0.800302
35, 2700.00000, 98.3997, 109.425, 87.4331, 0, 1787.71, 2053.1, 3002.37, 0.804482
36, 0.00000, 97.9997, 109.227, 86.6431, 0, 1818.15, 2095.17, 3061.6, 0.715204
36, 900.00000, 96.0684, 107.405, 83.9413, 0, 1921.5, 2227.62, 3225.9, 0.797382
36, 1800.00000, 97.6343, 108.763, 86.3169, 0, 1826.83, 2104.17, 3067.53, 0.759466
36, 2700.00000, 97.7223, 108.773, 86.5286, 0, 1822.92, 2097.72, 3054.74, 0.94845
37, 0.00000, 97.9113, 108.972, 86.7506, 0, 1816.32, 2089.37, 3046.04, 0.843112
37, 900.00000, 97.1164, 108.262, 85.5978, 0, 1860.43, 2146.52, 3117.33, 0.919989
37, 1800.00000, 95.2465, 106.625, 82.761, 0, 1971.49, 2292.43, 3300.27, 0.990831
37, 2700.00000, 92.477, 103.95, 78.815, 0, 2120.92, 2487.83, 3535.48, 1.16811
38, 0.00000, 93.0471, 104.567, 79.5399, 0, 2092.22, 2451.62, 3496.94, 1.08416
38, 900.00000, 94.4395, 105.857, 81.6317, 0, 2011.97, 2345.13, 3367.42, 1.02116
38, 1800.00000, 94.4137, 105.873, 81.5159, 0, 2018.86, 2355.07, 3379.24, 1.06036
38, 2700.00000, 94.0258, 105.524, 80.9111, 0, 2042.31, 2386.2, 3418.79, 1.08213
39, 0.00000, 94.1479, 105.639, 81.0973, 0, 2033.54, 2374.89, 3404.59, 1.05393
39, 900.00000, 94.9276, 106.354, 82.2476, 0, 1992.87, 2320.55, 3338.21, 1.02865
39, 1800.00000, 95.0537, 106.418, 82.5231, 0, 1979.6, 2302.47, 3312.32, 1.04402
39, 2700.00000, 94.1178, 105.604, 81.0591, 0, 2036.91, 2379.2, 3407.19, 1.07316
40, 0.00000, 93.9797, 105.428, 80.918, 0, 2042.01, 2384.68, 3412.78, 1.07471
40, 900.00000, 94.5635, 105.945, 81.8049, 0, 2008.52, 2339.79, 3357.83, 1.07714
40, 1800.00000, 95.1156, 106.444, 82.6398, 0, 1976.83, 2297.81, 3305.48, 1.00836
40, 2700.00000, 95.8029, 107.076, 83.6558, 0, 1938.89, 2248.16, 3244.01, 1.00524
41, 0.00000, 94.9371, 106.319, 82.3298, 0, 1987.21, 2312.63, 3323.86, 1.00522
41, 900.00000, 93.8918, 105.341, 80.8079, 0, 2048.24, 2392.5, 3420.4, 1.02242
41, 1800.00000, 93.9343, 105.428, 80.7773, 0, 2045.13, 2389.58, 3424.44, 0.898086
41, 2700.00000, 94.2738, 105.743, 81.282, 0, 2026.51, 2365, 3393.2, 0.902673
42, 0.00000, 94.3775, 105.8, 81.5151, 0, 2017.3, 2351.85, 3376.61, 0.956702
42, 900.00000, 91.9246, 103.363, 78.1073, 0, 2146.76, 2520.43, 3573.57, 1.12194
42, 1800.00000, 91.0019, 102.512, 76.6491, 0, 2200.75, 2594.06, 3659.99, 1.1095
42, 2700.00000, 90.5962, 102.171, 76.256, 0, 2222.03, 2613.64, 3684.58, 1.1214
43, 0.00000, 91.5051, 102.924, 77.5595, 0, 2164.57, 2543.68, 3596.59, 1.1149
43, 900.00000, 92.2137, 103.665, 78.4968, 0, 2127.97, 2496.84, 3544.33, 1.09236
43, 1800.00000, 91.5961, 103.06, 77.5891, 0, 2160.99, 2540.6, 3595.6, 1.07452
43, 2700.00000, 89.519, 101.359, 75.146, 0, 2286.31, 2671.95, 3764.26, 1.19744
44, 0.00000, 87.9935, 100.247, 73.5915, 0, 2386.19, 2762.94, 3890, 1.21577
44, 900.00000, 89.5946, 101.432, 75.1964, 0, 2286.82, 2673.71, 3765.94, 1.1584
44, 1800.00000, 89.5968, 101.432, 75.1815, 0, 2288.96, 2675.94, 3771.75, 1.20665
44, 2700.00000, 89.8628, 101.686, 75.3885, 0, 2272.7, 2661.12, 3755.26, 1.10959
45, 0.00000, 86.8503, 99.4667, 72.4327, 0, 2451.35, 2818.35, 3970.04, 1.14928
45, 900.00000, 90.2355, 101.966, 75.7674, 0, 2252.02, 2642.32, 3732.74, 0.981086
45, 1800.00000, 91.5764, 103.13, 77.3443, 0, 2174.24, 2559.77, 3627.38, 0.979106
45, 2700.00000, 92.9614, 104.485, 79.3398, 0, 2094.91, 2455.2, 3504.79, 0.872825
46, 0.00000, 93.3726, 104.913, 79.8774, 0, 2077.83, 2433.16, 3478.76, 0.815317
46, 900.00000, 92.0617, 103.661, 77.937, 0, 2151.44, 2530.82, 3597.78, 0.826593
46, 1800.00000, 91.6981, 103.267, 77.4524, 0, 2173.1, 2558.14, 3628.3, 0.829713
46, 2700.00000, 91.3579, 103.004, 76.8135, 0, 2199.5, 2594.91, 3676.15, 0.81137
47, 0.00000, 92.4162, 104.044, 78.3718, 0, 2135.62, 2510.53, 3577.51, 0.778258
47, 900.00000, 92.1554, 103.879, 77.8089, 0, 2156.92, 2541.26, 3618.52, 0.665175
47, 1800.00000, 92.0468, 103.752, 77.6981, 0, 2160.5, 2545.57, 3622.22, 0.668336
47, 2700.00000, 92.9113, 104.62, 78.9133, 0, 2113.04, 2483.15, 3550.41, 0.634127
48, 0.00000, 93.5171, 105.169, 79.8725, 0, 2075.47, 2432.43, 3489.52, 0.628089
