hour, t(sec), |V|1 (volts), |V|2 (volts), |V|3 (volts), |V|4 (volts), |I|1 (amps), |I|2 (amps), |I|3 (amps), |I|4 (amps)
32, 900.00000, 109.113, 117.511, 102.887, 0, 1175.4, 1290.06, 1956.02, 0.998535
32, 1800.00000, 108.633, 117.1, 102.28, 0, 1203.48, 1323.02, 1996.99, 1.08081
32, 2700.00000, 107.61, 116.349, 100.866, 0, 1254.41, 1384.4, 2086.07, 1.1531
33, 0.00000, 106.523, 115.555, 99.3203, 0, 1306.33, 1447.97, 2177.86, 1.22952
33, 900.00000, 107.373, 116.069, 100.614, 0, 1261.08, 1391.73, 2091.56, 1.18988
33, 1800.00000, 107.568, 116.201, 100.931, 0, 1248.58, 1376.66, 2070.1, 1.17113
33, 2700.00000, 108.351, 116.791, 101.976, 0, 1211.82, 1332.45, 2005.55, 1.126
34, 0.00000, 108.428, 116.742, 102.175, 0, 1207.6, 1326.34, 1990.72, 1.1579
34, 900.00000, 107.476, 116.063, 100.845, 0, 1257.09, 1386.05, 2076.34, 1.23313
34, 1800.00000, 108.023, 116.334, 101.699, 0, 1228.63, 1350.43, 2018.47, 1.22614
34, 2700.00000, 107.669, 115.95, 101.312, 0, 1244.95, 1368.56, 2039.4, 1.25846
35, 0.00000, 107.842, 116.114, 101.53, 0, 1235.92, 1358.23, 2025.48, 1.24622
35, 900.00000, 107.654, 116.051, 101.214, 0, 1251.2, 1377.41, 2049.86, 1.30027
35, 1800.00000, 107.297, 115.754, 100.744, 0, 1266.07, 1394.95, 2079.4, 1.30259
35, 2700.00000, 107.336, 115.773, 100.806, 0, 1268.01, 1396.64, 2079.87, 1.28741
36, 0.00000, 107.502, 115.977, 100.96, 0, 1263.16, 1391.56, 2073.3, 1.26418
36, 900.00000, 106.206, 114.956, 99.2096, 0, 1327.84, 1469.24, 2182.89, 1.37509
36, 1800.00000, 106.231, 115, 99.2334, 0, 1328.85, 1470.64, 2183.5, 1.379
36, 2700.00000, 106.111, 114.954, 99.0331, 0, 1335.82, 1479.64, 2199.68, 1.38792
37, 0.00000, 107.324, 115.762, 100.795, 0, 1265.96, 1394.23, 2077.59, 1.26576
37, 900.00000, 106.576, 115.241, 99.7276, 0, 1307.1, 1444.24, 2148.41, 1.32996
37, 1800.00000, 105.795, 114.671, 98.6143, 0, 1350.9, 1497.37, 2220.99, 1.38161
37, 2700.00000, 103.951, 113.256, 96.0417, 0, 1442.92, 1610.65, 2380.26, 1.53638
38, 0.00000, 105.047, 114.166, 97.5257, 0, 1380.02, 1534.89, 2282.67, 1.44766
38, 900.00000, 105.639, 114.609, 98.3709, 0, 1349.24, 1496.97, 2230.67, 1.38517
38, 1800.00000, 105.601, 114.592, 98.2933, 0, 1357.29, 1506.6, 2240.29, 1.41214
38, 2700.00000, 105.351, 114.441, 97.9012, 0, 1371.75, 1524.7, 2268.05, 1.4305
39, 0.00000, 105.493, 114.531, 98.1184, 0, 1362.05, 1512.83, 2250.56, 1.42413
39, 900.00000, 106.307, 115.068, 99.3172, 0, 1319.75, 1460.19, 2173.95, 1.37396
39, 1800.00000, 105.337, 114.311, 97.9836, 0, 1376.17, 1528.17, 2263.17, 1.47487
39, 2700.00000, 104.696, 113.901, 97.0116, 0, 1414.6, 1576.03, 2330.16, 1.50339
40, 0.00000, 104.589, 113.752, 96.9114, 0, 1418.53, 1580.02, 2333.77, 1.53342
40, 900.00000, 104.768, 113.883, 97.1613, 0, 1409.96, 1569.18, 2319.9, 1.50534
40, 1800.00000, 105.52, 114.367, 98.2996, 0, 1366.79, 1515.43, 2241.31, 1.46815
40, 2700.00000, 105.757, 114.599, 98.5968, 0, 1355.74, 1502.46, 2226.24, 1.41707
41, 0.00000, 104.886, 114.038, 97.2792, 0, 1403.64, 1562.4, 2312.22, 1.46954
41, 900.00000, 104.624, 113.835, 96.9251, 0, 1415.59, 1577.19, 2332.96, 1.4757
41, 1800.00000, 104.787, 113.949, 97.1422, 0, 1406.11, 1565.38, 2319.42, 1.46551
41, 2700.00000, 104.712, 113.931, 97.0029, 0, 1412.57, 1573.52, 2331.49, 1.43884
42, 0.00000, 104.361, 113.705, 96.4801, 0, 1430.75, 1596.62, 2368.01, 1.4659
42, 900.00000, 101.772, 111.646, 92.8363, 0, 1569.36, 1768.69, 2599.3, 1.68115
42, 1800.00000, 100.686, 110.782, 91.2344, 0, 1634.57, 1850.67, 2702.66, 1.78844
42, 2700.00000, 100.108, 110.426, 90.2942, 0, 1663.63, 1889.98, 2763.26, 1.76526
43, 0.00000, 100.37, 110.581, 90.7435, 0, 1647.38, 1868.3, 2732.97, 1.76114
43, 900.00000, 100.744, 110.946, 91.2086, 0, 1631.28, 1848.59, 2709.31, 1.70479
43, 1800.00000, 99.7043, 110.098, 89.6756, 0, 1690.77, 1924, 2807.6, 1.76487
43, 2700.00000, 99.0369, 109.558, 88.6863, 0, 1726, 1969.53, 2869.08, 1.79305
44, 0.00000, 100.215, 110.518, 90.425, 0, 1654.94, 1878.92, 2754.72, 1.65866
44, 900.00000, 100.222, 110.513, 90.4412, 0, 1657.17, 1881.52, 2753.01, 1.69404
44, 1800.00000, 100.408, 110.67, 90.6882, 0, 1647.6, 1869.15, 2740.6, 1.64494
44, 2700.00000, 100.032, 110.402, 90.0718, 0, 1671.83, 1900.46, 2782.61, 1.67554
45, 0.00000, 99.2058, 109.767, 88.8447, 0, 1710.01, 1951.1, 2853.69, 1.69406
45, 900.00000, 101.133, 111.297, 91.6835, 0, 1605.6, 1816.69, 2676.8, 1.53892
45, 1800.00000, 101.866, 111.913, 92.7209, 0, 1566.37, 1767.62, 2610.33, 1.47203
45, 2700.00000, 102.025, 112.13, 92.8403, 0, 1562.18, 1763.2, 2609.56, 1.39371
46, 0.00000, 102.979, 112.882, 94.2203, 0, 1511.01, 1698.76, 2521.33, 1.30469
46, 900.00000, 102.486, 112.564, 93.4465, 0, 1532.3, 1726.92, 2567.61, 1.26171
46, 1800.00000, 102.431, 112.448, 93.437, 0, 1535.35, 1729.26, 2567.29, 1.2475
46, 2700.00000, 102.923, 112.991, 93.9924, 0, 1507.03, 1696.28, 2533.78, 1.14823
47, 0.00000, 103.186, 113.276, 94.2965, 0, 1491.66, 1678.35, 2515.3, 1.11691
47, 900.00000, 103.261, 113.392, 94.3233, 0, 1492.01, 1679.28, 2517.16, 1.08651
47, 1800.00000, 103.439, 113.528, 94.6, 0, 1477.25, 1661.08, 2494.13, 1.04523
47, 2700.00000, 103.891, 113.979, 95.1444, 0, 1453.89, 1633.21, 2462.88, 0.994303
48, 0.00000, 104.283, 114.263, 95.7371, 0, 1429.56, 1602.76, 2423.01, 0.968236
